256 0.58
256 0.58
256 0.58
256 0.60
256 0.61
256 0.65
256 0.68
256 0.69
256 0.74
256 0.74
512 0.58
512 0.61
512 0.62
512 0.62
512 0.64
512 0.67
512 0.67
512 0.68
512 0.69
512 0.73
1024 0.58
1024 0.58
1024 0.59
1024 0.60
1024 0.61
1024 0.67
1024 0.68
1024 0.68
1024 0.68
1024 0.75
2048 0.56
2048 0.57
2048 0.58
2048 0.58
2048 0.60
2048 0.63
2048 0.66
2048 0.67
2048 0.68
2048 0.70
4096 0.58
4096 0.58
4096 0.58
4096 0.58
4096 0.59
4096 0.59
4096 0.66
4096 0.68
4096 0.74
4096 0.75
8192 0.63
8192 0.64
8192 0.66
8192 0.67
8192 0.74
8192 0.75
8192 0.75
8192 0.75
8192 0.76
8192 0.77
16384 0.92
16384 0.92
16384 0.95
16384 1.03
16384 1.03
16384 1.03
16384 1.04
16384 1.04
16384 1.10
16384 1.11
32768 1.54
32768 1.54
32768 1.54
32768 1.55
32768 1.56
32768 1.57
32768 1.64
32768 1.64
32768 1.64
32768 1.70
65536 2.82
65536 2.82
65536 2.83
65536 2.91
65536 2.91
65536 2.91
65536 2.92
65536 2.93
65536 2.94
65536 2.94
131072 5.23
131072 5.24
131072 5.26
131072 5.30
131072 5.31
131072 5.32
131072 5.33
131072 5.34
131072 5.34
131072 5.43
262144 10.01
262144 10.03
262144 10.05
262144 10.06
262144 10.07
262144 10.12
262144 10.12
262144 10.12
262144 10.13
262144 10.14
524288 19.58
524288 19.66
524288 19.68
524288 19.68
524288 19.68
524288 19.68
524288 19.69
524288 19.70
524288 19.74
524288 19.77
1048576 38.82
1048576 38.82
1048576 38.85
1048576 38.86
1048576 38.93
1048576 38.93
1048576 38.94
1048576 38.94
1048576 38.95
1048576 39.04
2097152 76.97
2097152 76.98
2097152 77.01
2097152 77.06
2097152 77.10
2097152 77.11
2097152 77.11
2097152 77.13
2097152 77.14
2097152 77.14
4194304 153.44
4194304 153.47
4194304 153.48
4194304 153.49
4194304 153.49
4194304 153.56
4194304 153.61
4194304 153.63
4194304 153.63
4194304 153.63
