256 0.12
256 0.12
256 0.12
256 0.12
256 0.12
256 0.13
256 0.13
256 0.13
256 0.13
256 0.13
512 0.14
512 0.14
512 0.15
512 0.15
512 0.15
512 0.15
512 0.15
512 0.15
512 0.15
512 0.16
1024 0.19
1024 0.19
1024 0.20
1024 0.20
1024 0.20
1024 0.20
1024 0.20
1024 0.20
1024 0.20
1024 0.21
2048 0.30
2048 0.30
2048 0.31
2048 0.31
2048 0.31
2048 0.31
2048 0.31
2048 0.31
2048 0.31
2048 0.31
4096 0.50
4096 0.51
4096 0.51
4096 0.51
4096 0.51
4096 0.51
4096 0.51
4096 0.51
4096 0.52
4096 0.54
8192 0.87
8192 0.87
8192 0.88
8192 0.88
8192 0.88
8192 0.88
8192 0.89
8192 0.89
8192 0.89
8192 0.89
16384 1.77
16384 1.77
16384 1.77
16384 1.79
16384 1.79
16384 1.80
16384 1.80
16384 1.80
16384 1.81
16384 1.81
32768 3.61
32768 3.63
32768 3.64
32768 3.64
32768 3.66
32768 3.66
32768 3.67
32768 3.68
32768 3.70
32768 3.72
65536 7.25
65536 7.25
65536 7.31
65536 7.34
65536 7.38
65536 7.39
65536 7.40
65536 7.40
65536 7.45
65536 7.51
131072 27.30
131072 27.58
131072 27.59
131072 27.60
131072 27.61
131072 27.62
131072 27.76
131072 27.94
131072 28.05
131072 28.28
262144 79.51
262144 80.04
262144 80.48
262144 80.80
262144 81.10
262144 81.31
262144 81.67
262144 81.72
262144 82.32
262144 83.31
524288 181.19
524288 181.31
524288 181.53
524288 182.11
524288 182.35
524288 182.90
524288 183.23
524288 184.18
524288 184.40
524288 184.49
1048576 363.35
1048576 363.81
1048576 365.14
1048576 365.36
1048576 365.43
1048576 365.97
1048576 366.12
1048576 366.19
1048576 366.23
1048576 366.40
2097152 726.79
2097152 727.08
2097152 727.13
2097152 727.19
2097152 728.31
2097152 728.81
2097152 729.37
2097152 729.52
2097152 730.92
2097152 732.08
4194304 1452.76
4194304 1452.85
4194304 1453.45
4194304 1453.93
4194304 1454.38
4194304 1455.23
4194304 1456.93
4194304 1459.19
4194304 1459.69
4194304 1462.09
