256 5.32
256 5.42
256 5.33
256 5.40
256 5.26
256 5.41
256 5.28
256 5.31
256 5.38
256 5.35
512 5.33
512 5.34
512 5.39
512 5.39
512 5.41
512 5.34
512 5.34
512 5.42
512 5.92
512 5.33
1024 5.32
1024 5.37
1024 5.31
1024 5.41
1024 5.28
1024 5.46
1024 5.60
1024 5.46
1024 5.39
1024 5.32
2048 5.48
2048 5.33
2048 5.17
2048 5.35
2048 5.40
2048 5.42
2048 5.30
2048 5.35
2048 5.43
2048 5.38
4096 5.47
4096 5.38
4096 5.38
4096 5.40
4096 5.29
4096 5.35
4096 5.35
4096 5.46
4096 5.36
4096 5.38
8192 5.29
8192 5.29
8192 5.28
8192 5.43
8192 5.35
8192 5.28
8192 5.29
8192 5.31
8192 5.27
8192 5.30
16384 5.49
16384 5.47
16384 5.49
16384 5.46
16384 5.55
16384 5.56
16384 5.54
16384 5.48
16384 5.52
16384 5.55
32768 6.06
32768 6.19
32768 6.08
32768 6.20
32768 6.17
32768 6.15
32768 6.06
32768 6.12
32768 6.08
32768 6.06
65536 7.47
65536 7.48
65536 7.43
65536 7.46
65536 7.40
65536 7.47
65536 7.55
65536 7.46
65536 7.48
65536 7.47
131072 10.25
131072 10.19
131072 10.19
131072 10.25
131072 10.30
131072 10.26
131072 10.18
131072 10.18
131072 10.28
131072 10.20
262144 16.13
262144 16.15
262144 16.22
262144 16.19
262144 16.19
262144 16.19
262144 16.15
262144 16.12
262144 16.22
262144 16.22
524288 28.71
524288 28.73
524288 28.63
524288 28.65
524288 28.71
524288 28.62
524288 28.63
524288 28.73
524288 28.76
524288 28.75
1048576 53.57
1048576 53.61
1048576 53.62
1048576 53.57
1048576 53.60
1048576 53.65
1048576 53.58
1048576 53.56
1048576 53.58
1048576 53.62
2097152 104.13
2097152 104.18
2097152 104.21
2097152 104.16
2097152 104.18
2097152 104.22
2097152 104.13
2097152 104.18
2097152 104.11
2097152 104.17
4194304 204.12
4194304 204.18
4194304 204.20
4194304 204.12
4194304 204.20
4194304 204.09
4194304 204.11
4194304 204.20
4194304 204.12
4194304 204.15
