256 5.64
256 5.67
256 5.59
256 5.74
256 5.62
256 5.56
256 5.60
256 5.66
256 5.64
256 5.59
512 5.67
512 5.71
512 5.64
512 5.66
512 5.53
512 5.62
512 5.60
512 5.67
512 5.71
512 5.63
1024 5.60
1024 5.68
1024 5.71
1024 5.59
1024 5.68
1024 5.70
1024 5.58
1024 5.66
1024 5.57
1024 5.58
2048 5.73
2048 5.69
2048 5.73
2048 5.63
2048 5.71
2048 5.68
2048 5.66
2048 5.71
2048 5.66
2048 5.76
4096 5.62
4096 5.70
4096 5.74
4096 5.70
4096 5.69
4096 5.73
4096 5.62
4096 5.61
4096 5.65
4096 5.63
8192 5.67
8192 5.52
8192 5.56
8192 5.63
8192 5.69
8192 5.59
8192 5.65
8192 5.57
8192 5.65
8192 5.56
16384 5.63
16384 5.65
16384 5.64
16384 5.77
16384 5.70
16384 5.66
16384 5.75
16384 5.70
16384 5.73
16384 5.78
32768 5.99
32768 5.93
32768 5.88
32768 5.95
32768 5.90
32768 5.99
32768 5.90
32768 5.88
32768 5.90
32768 5.89
65536 6.57
65536 6.57
65536 6.59
65536 6.63
65536 6.60
65536 6.52
65536 6.58
65536 6.79
65536 6.55
65536 6.63
131072 8.46
131072 8.39
131072 8.43
131072 8.36
131072 8.35
131072 8.42
131072 8.42
131072 8.36
131072 8.42
131072 8.37
262144 12.55
262144 12.62
262144 12.62
262144 12.59
262144 12.55
262144 12.55
262144 12.62
262144 12.59
262144 12.60
262144 12.62
524288 21.49
524288 21.46
524288 21.52
524288 21.52
524288 21.56
524288 21.52
524288 21.47
524288 21.52
524288 21.52
524288 21.52
1048576 39.27
1048576 39.29
1048576 39.28
1048576 39.29
1048576 39.23
1048576 39.27
1048576 39.28
1048576 39.32
1048576 39.25
1048576 39.23
2097152 75.54
2097152 75.57
2097152 75.55
2097152 75.57
2097152 75.57
2097152 75.54
2097152 75.53
2097152 75.52
2097152 75.53
2097152 75.53
4194304 148.67
4194304 148.62
4194304 148.60
4194304 148.64
4194304 148.58
4194304 148.58
4194304 148.63
4194304 148.61
4194304 148.67
4194304 148.67
