256 0.73
256 0.82
256 0.86
256 0.90
256 0.94
256 0.95
256 0.95
256 1.03
256 1.08
256 1.09
512 0.79
512 0.82
512 0.86
512 0.89
512 0.89
512 0.89
512 0.94
512 0.95
512 1.02
512 1.03
1024 0.73
1024 0.76
1024 0.82
1024 0.85
1024 0.86
1024 0.87
1024 0.88
1024 0.91
1024 0.98
1024 0.99
2048 0.82
2048 0.84
2048 0.86
2048 0.86
2048 0.87
2048 0.91
2048 0.92
2048 0.94
2048 0.96
2048 1.03
4096 0.82
4096 0.87
4096 0.89
4096 0.91
4096 0.92
4096 0.93
4096 0.97
4096 0.98
4096 0.99
4096 1.15
8192 0.81
8192 0.87
8192 0.91
8192 0.92
8192 0.92
8192 0.92
8192 0.97
8192 1.00
8192 1.01
8192 1.07
16384 0.73
16384 0.82
16384 0.82
16384 0.83
16384 0.86
16384 0.88
16384 0.97
16384 1.03
16384 1.10
16384 1.10
32768 0.72
32768 0.81
32768 0.82
32768 0.88
32768 0.93
32768 0.94
32768 0.96
32768 0.99
32768 0.99
32768 1.03
65536 0.79
65536 0.85
65536 0.87
65536 0.87
65536 0.91
65536 0.93
65536 0.95
65536 1.01
65536 1.11
65536 1.14
131072 0.91
131072 0.95
131072 0.96
131072 1.01
131072 1.03
131072 1.05
131072 1.08
131072 1.11
131072 1.12
131072 1.37
262144 1.15
262144 1.19
262144 1.23
262144 1.24
262144 1.30
262144 1.31
262144 1.32
262144 1.34
262144 1.41
262144 1.48
524288 1.75
524288 1.75
524288 1.80
524288 1.85
524288 1.87
524288 1.92
524288 1.96
524288 1.96
524288 1.98
524288 2.03
1048576 2.68
1048576 2.80
1048576 2.85
1048576 2.86
1048576 2.95
1048576 2.95
1048576 3.02
1048576 3.07
1048576 3.12
1048576 3.12
2097152 4.78
2097152 5.01
2097152 5.01
2097152 5.06
2097152 5.10
2097152 5.28
2097152 5.30
2097152 5.37
2097152 5.39
2097152 5.41
4194304 10.00
4194304 10.18
4194304 10.20
4194304 9.13
4194304 9.13
4194304 9.43
4194304 9.62
4194304 9.82
4194304 9.85
4194304 9.90
