256 1.43
256 1.44
256 1.46
256 1.47
256 1.47
256 1.50
256 1.52
256 1.52
256 1.53
256 1.84
512 1.50
512 1.51
512 1.52
512 1.53
512 1.56
512 1.57
512 1.57
512 1.60
512 1.60
512 1.74
1024 1.56
1024 1.59
1024 1.60
1024 1.63
1024 1.63
1024 1.64
1024 1.72
1024 1.88
1024 1.88
1024 1.90
2048 1.56
2048 1.59
2048 1.61
2048 1.61
2048 1.63
2048 1.67
2048 1.73
2048 1.74
2048 1.92
2048 1.96
4096 1.56
4096 1.60
4096 1.60
4096 1.61
4096 1.65
4096 1.66
4096 1.66
4096 1.68
4096 1.73
4096 1.73
8192 1.64
8192 1.64
8192 1.65
8192 1.65
8192 1.66
8192 1.66
8192 1.69
8192 1.73
8192 1.75
8192 1.82
16384 5.40
16384 5.42
16384 5.45
16384 5.45
16384 5.47
16384 5.53
16384 5.54
16384 5.56
16384 5.59
16384 5.80
32768 8.94
32768 8.96
32768 9.03
32768 9.04
32768 9.06
32768 9.13
32768 9.17
32768 9.40
32768 9.45
32768 9.48
65536 13.27
65536 13.68
65536 13.68
65536 13.69
65536 13.71
65536 13.72
65536 13.90
65536 13.98
65536 14.15
65536 14.20
131072 30.83
131072 30.93
131072 31.03
131072 31.08
131072 31.20
131072 31.55
131072 31.69
131072 31.79
131072 32.01
131072 32.02
262144 36.72
262144 36.75
262144 36.90
262144 36.98
262144 37.00
262144 37.51
262144 37.71
262144 37.76
262144 37.87
262144 37.99
524288 47.95
524288 48.07
524288 48.14
524288 48.20
524288 48.20
524288 48.61
524288 49.08
524288 49.19
524288 49.37
524288 49.61
1048576 75.00
1048576 75.04
1048576 75.14
1048576 75.18
1048576 75.19
1048576 75.92
1048576 75.93
1048576 76.12
1048576 77.15
1048576 77.20
2097152 134.81
2097152 135.13
2097152 135.37
2097152 135.37
2097152 135.41
2097152 135.82
2097152 136.37
2097152 136.37
2097152 138.73
2097152 138.94
4194304 254.79
4194304 255.13
4194304 255.21
4194304 255.28
4194304 255.37
4194304 256.78
4194304 256.98
4194304 257.27
4194304 262.47
4194304 262.65
