256 2.15
256 2.17
256 2.17
256 2.18
256 2.19
256 2.20
256 2.20
256 2.20
256 2.21
256 2.30
512 2.33
512 2.35
512 2.35
512 2.35
512 2.36
512 2.36
512 2.36
512 2.36
512 2.37
512 2.37
1024 2.63
1024 2.65
1024 2.67
1024 2.67
1024 2.67
1024 2.68
1024 2.68
1024 2.69
1024 2.69
1024 2.71
2048 3.27
2048 3.28
2048 3.29
2048 3.29
2048 3.29
2048 3.30
2048 3.30
2048 3.31
2048 3.32
2048 3.33
4096 4.57
4096 4.60
4096 4.60
4096 4.61
4096 4.62
4096 4.62
4096 4.63
4096 4.64
4096 4.64
4096 4.86
8192 7.37
8192 7.41
8192 7.41
8192 7.42
8192 7.42
8192 7.43
8192 7.43
8192 7.43
8192 7.44
8192 7.51
16384 12.81
16384 12.81
16384 12.82
16384 12.82
16384 12.83
16384 12.86
16384 12.86
16384 12.90
16384 13.05
16384 13.06
32768 23.44
32768 23.44
32768 23.47
32768 23.47
32768 23.48
32768 23.48
32768 23.48
32768 23.49
32768 23.51
32768 23.55
65536 44.64
65536 44.65
65536 44.65
65536 44.66
65536 44.71
65536 44.72
65536 44.73
65536 44.75
65536 44.92
65536 44.96
131072 86.94
131072 86.96
131072 86.97
131072 86.99
131072 87.00
131072 87.01
131072 87.03
131072 87.42
131072 87.48
131072 89.06
262144 186.35
262144 186.44
262144 186.48
262144 186.69
262144 186.79
262144 186.92
262144 187.11
262144 187.16
262144 187.16
262144 188.08
524288 392.98
524288 393.25
524288 393.69
524288 394.02
524288 394.53
524288 394.59
524288 394.98
524288 396.14
524288 396.57
524288 397.16
1048576 777.20
1048576 784.37
1048576 787.00
1048576 787.55
1048576 788.16
1048576 790.55
1048576 792.23
1048576 794.38
1048576 795.07
1048576 880.92
2097152 1556.94
2097152 1561.16
2097152 1562.71
2097152 1564.04
2097152 1565.20
2097152 1576.29
2097152 1584.07
2097152 1587.87
2097152 1614.16
2097152 1627.88
4194304 3028.11
4194304 3031.84
4194304 3033.47
4194304 3033.49
4194304 3037.84
4194304 3042.25
4194304 3049.27
4194304 3050.98
4194304 3167.08
4194304 3478.31
