16 3.12
16 3.46
16 3.72
16 3.74
16 3.92
16 4.16
16 4.16
16 4.22
16 4.62
16 4.86
32 3.68
32 3.96
32 4.44
32 4.50
32 4.57
32 4.92
32 5.21
32 5.79
32 6.03
32 6.69
64 4.87
64 4.89
64 4.94
64 5.07
64 5.11
64 5.11
64 5.12
64 5.18
64 5.21
64 5.24
128 22.21
128 22.24
128 22.66
128 23.22
128 23.50
128 23.58
128 23.70
128 24.00
128 24.17
128 24.39
256 106.46
256 106.65
256 106.92
256 106.96
256 107.12
256 107.14
256 107.15
256 107.89
256 108.09
256 110.59
512 315.47
512 317.01
512 318.61
512 319.47
512 321.25
512 321.64
512 322.49
512 324.10
512 333.19
512 337.04
1024 1020.69
1024 1026.34
1024 1027.87
1024 1028.30
1024 1034.53
1024 1035.27
1024 1036.03
1024 1037.13
1024 1037.66
1024 1040.68
2048 3596.44
2048 3603.23
2048 3630.59
2048 3632.25
2048 3648.35
2048 3650.95
2048 3651.36
2048 3652.67
2048 3663.41
2048 3707.32
